Topic #%d:1
学生,我们,中大,自己,学校,学院,可以,一个,这个,不是,还是,专业,老师,没有,大学,就是,如果,觉得,珠海,但是,什么,校区,同学,很多,比较,知道,真的,中山大学,问题,学习
0.12753729325725158,0.12752065236804142,0.12742105801563183,0.1273299653166795,0.1271974284154419,0.12711079432649638,0.12701305319960174,0.12679839564945258,0.12678153807731113,0.12668405625334814,0.12668045575148096,0.12660900533314398,0.1265933202430453,0.12655917443330708,0.12653253983824217,0.12651313494814598,0.12650877813341235,0.12642356832371468,0.1264057106132107,0.12640463730946092,0.12629465698013964,0.12624644096272397,0.12624630938728634,0.126189835410686,0.12618842167109776,0.12615753994596002,0.12615708821855293,0.1261338861501333,0.12611857904526944,0.12604225575696465
Topic #%d:2
转载,人文学院,不开,大门,故事,鬼故事,东座,感悟,地院,死亡,永芳堂,合集,杀人,转寄,事件,北门,相聚,日子,不可思议,正门,灯光,荣光,传说,风水,铜像,合订本,十五,文学史,小孩子,女鬼
28.5872144020595,28.111569132271008,27.335643871322173,26.314266002857195,23.747446613496198,19.028493716602394,13.759686943538883,13.700719177463526,13.693665483883823,13.414952699629774,11.17078738492597,9.972284215491834,9.861031189684486,9.214772043820902,8.807145089923221,8.432771609013432,8.422436166719283,7.673715949478813,7.562733399278126,6.837663275370051,6.136290820988262,6.115474960793806,5.870954459618281,5.339350483869873,3.7122431099345063,3.1549249763176146,3.068857629820083,3.058470600876185,3.0117028373066925,2.3974961701341573
Topic #%d:3
红楼,康乐,早期,住宅,东北区,下图,公共建筑,右下角,顺时针,避难,荣光,依次,顺序,故居,地图,西南区,双坟,炮弹,旗杆,宋庆龄,西北区,首位,建筑群,马应彪,美臣,招待室,大榕路,第三篇,为园,西北角
10.345171459116518,8.168980021451322,4.431896070138935,3.902328140081096,3.8461213096347238,3.74792897931043,3.19635224333804,3.1878126067892913,3.1873377267753575,3.1752899534339423,3.04061967866966,3.017703908447775,2.9905447872169733,2.9684436051087904,2.793083423921671,2.4285755182757574,2.428554263494516,2.4284119731296125,2.4197233767706257,2.4196651710356623,2.419286952315176,2.362009695121866,2.2982562200742978,2.2135494585412148,1.6607914847190268,1.66078905026819,1.6607788114693292,1.6607777369096617,1.660774899854483,1.6607632484501158
Topic #%d:4
人口,暖手,电热毯,割据,取暖,南越,暖气,太阳,暖和,冬天,床上,被子,盟主,羽绒被,烫烫,中原,温度,湖南,分布,当地,多山,军阀,野比,西汉,秦朝,皮皮,赵佗,鞋器,吹风机,电烤
10.52398183999416,6.942219232688677,6.942148972975001,6.353713826463953,6.344223090427264,5.575073216854974,5.244542775217524,5.1936377361059565,3.8850402772124926,3.520224134644693,3.4468201595829493,3.244614376283749,3.2394005017444676,3.154888273448111,3.154830186874238,3.1505771519071946,2.8623673955163227,2.748188786025384,2.6965544826889216,2.6765080707337403,2.4608748268104974,2.4608416225228917,2.460836796714131,2.4608148401014227,2.460806638237198,2.460796694656007,2.453077110170854,2.397420962736194,2.3974184952219026,2.3974046953353407
Topic #%d:5
哲学,西方哲学,哲学史,商务印书馆,西哲,北京大学出版社,赵敦华著,外国文学,选读,文秘,洪谦,法家,存在主义,西方人,三级,人民出版社,系所,梯利著,涂纪亮,金岳霖,号者,公作,兵家,考马哲,江天,首师,所举,非西方,全懂,哲所
16.47128366278244,9.826167554069661,4.378189723603841,3.891092566643093,3.133114066860589,3.0285156758146603,2.3970403038930033,2.3749796284760287,2.1854267451613905,1.6397949787785056,1.639711581074033,1.6396664936432757,1.6155537806521638,1.6151332922568984,1.464792625343769,0.8824531088837739,0.8824439529887587,0.8824344173470106,0.8824314537570274,0.8824278928322559,0.8824237588319028,0.8824235909963482,0.8824184022688867,0.8824170959675559,0.8824164956184547,0.8824091261822223,0.8824080822142174,0.8824074277079972,0.8824042453020444,0.8824034550494338
Topic #%d:6
学校,一个,没有,自己,我们,可以,学生,这个,不是,还是,中大,就是,什么,大学,但是,问题,专业,觉得,如果,老师,中山大学,同学,知道,时候,图书馆,很多,现在,学院,因为,真的
7116.245418491707,6309.693960660589,5661.837007272909,5636.489152559287,5454.570295908339,4776.711342164422,4575.095254025362,4495.943400201694,4225.225976266061,4065.711819851697,4007.1896551404657,3913.023811275439,3869.7721218479905,3518.907060259589,3483.0126563360527,3446.6329515471784,3307.7891305275625,3103.734490711649,3045.109683940747,2991.7219483286367,2899.5372338842285,2798.6140980684045,2698.330242520979,2663.0796238220573,2620.68045838545,2595.72153543615,2522.0348265535713,2468.290980587183,2410.570216448334,2366.736926468902
Topic #%d:7
我们,一个,学校,考试,没有,大学,复习,可以,就是,什么,自己,学生,不是,还是,这个,时候,觉得,知道,学院,但是,纪中,同学,老师,平时,现在,真的,问题,当然,中大,时间
0.12580715322400532,0.12576834523511124,0.125753221794576,0.125661811827171,0.12563266106134666,0.12559933570580756,0.12559446846602684,0.12558878800374915,0.1255797697359399,0.12552614162191716,0.1255025321572137,0.1254971807794826,0.1254928527964453,0.12548044211133982,0.12546759142545572,0.12546175732423503,0.12544788095492784,0.12543732473334157,0.12541938748863646,0.12539841012751782,0.12538349638195667,0.12537930340641606,0.12537771160390002,0.1253743556364155,0.12537370506693196,0.1253717092724123,0.12536429326882487,0.12535864644629066,0.1253340093602946,0.1253221220715879
Topic #%d:8
医病,医身,每一联,石台,救世,医心,难以启齿,对联,少刷,救死扶伤,柔弱,救国,一针,鸡血,救人,现如今,一个,正事,没有,学校,可以,我们,自己,沈阳,学生,不是,还是,什么,卫生,人道主义
